"timestamp","door","existence","humidity","illuminance","lighting_lower","lighting_upper","motion","plug","rollershade","temperature"
1660349825123,0,0,55.95,4,0,0,0,0,0,31.51
1660351056124,0,0,55.95,4,0,0,0,0,0,30.29
1660353119187,0,0,55.95,4,0,0,0,0,0,30.15
1660356413282,0,0,55.95,4,0,0,0,0,0,30.49
1660359707408,0,0,55.95,4,0,0,0,0,0,30.56
1660363001603,0,0,55.95,4,0,0,0,0,0,30.45
1660366295789,0,0,55.95,4,0,0,0,0,0,30.2
1660369589925,0,0,55.95,4,0,0,0,0,0,29.99
1660372883974,0,0,55.95,4,0,0,0,0,0,30.15
1660376178036,0,0,55.95,4,0,0,0,0,0,30.19
1660379472140,0,0,55.95,4,0,0,0,0,0,30.06
1660382766177,0,0,55.95,4,0,0,0,0,0,30.18
1660385906552,0,0,55.95,4,0,0,0,0,0,29.78
1660386060269,0,0,55.95,4,0,0,0,0,0,29.82
1660389354167,0,0,55.95,4,0,0,0,0,0,29.43
1660392648020,0,0,55.95,4,0,0,0,0,0,29.73
1660395941869,0,0,55.95,4,0,0,0,0,0,29.79
1660399235738,0,0,55.95,4,0,0,0,0,0,29.76
1660402529560,0,0,55.95,4,0,0,0,0,0,29.84
1660405823506,0,0,55.95,4,0,0,0,0,0,29.91
1660409117443,0,0,55.95,4,0,0,0,0,0,30.03
1660412411467,0,0,55.95,4,0,0,0,0,0,30.05
1660415705419,0,0,55.95,4,0,0,0,0,0,30.13
1660418999493,0,0,55.95,4,0,0,0,0,0,30.19
1660420965657,0,0,55.95,4,0,0,0,0,0,30.29
1660422293488,0,0,55.95,4,0,0,0,0,0,30.26
1660425587410,0,0,55.95,4,0,0,0,0,0,30.36
1660428881414,0,0,55.95,4,0,0,0,0,0,30.66
1660432175395,0,0,55.95,4,0,0,0,0,0,30.74
1660435469375,0,0,55.95,4,0,0,0,0,0,30.33
1660438763359,0,0,55.95,4,0,0,0,0,0,30.31
1660442057367,0,0,55.95,4,0,0,0,0,0,30.61
1660445351345,0,0,55.95,4,0,0,0,0,0,30.73
1660446714040,0,0,55.95,4,0,0,0,0,0,30.81
1660448645488,0,0,55.95,4,0,0,0,0,0,30.77
1660451939614,0,0,55.95,4,0,0,0,0,0,30.95
1660455233751,0,0,55.95,4,0,0,0,0,0,31.11
1660458527905,0,0,55.95,4,0,0,0,0,0,31.21
1660461822052,0,0,55.95,4,0,0,0,0,0,31.25
1660463360360,0,0,55.95,4,0,0,0,0,0,31.32
1660465116207,0,0,55.95,4,0,0,0,0,0,31.28
1660468410380,0,0,55.95,4,0,0,0,0,0,31.22
1660471704553,0,0,55.95,4,0,0,0,0,0,31.16
1660474998727,0,0,55.95,4,0,0,0,0,0,31.09
1660476679660,0,0,55.95,4,0,0,0,0,0,30.79
1660478292802,0,0,55.95,4,0,0,0,0,0,30.66
1660481586821,0,0,55.95,4,0,0,0,0,0,30.49
1660484880845,0,0,55.95,4,0,0,0,0,0,30.43
1660485354665,0,0,55.95,4,0,0,0,0,0,30.27
1660488174810,0,0,55.95,4,0,0,0,0,0,30.08
1660491468754,0,0,55.95,4,0,0,0,0,0,30.22
1660494762797,0,0,55.95,4,0,0,0,0,0,30.36
1660498056718,0,0,55.95,4,0,0,0,0,0,30.49
1660501350712,0,0,55.95,4,0,0,0,0,0,30.5
1660504644794,0,0,55.95,4,0,0,0,0,0,30.58
1660507938929,0,0,55.95,4,0,0,0,0,0,30.63
1660511233015,0,0,55.95,4,0,0,0,0,0,30.64
1660514527153,0,0,55.95,4,0,0,0,0,0,30.68
1660517821274,0,0,55.95,4,0,0,0,0,0,30.73
1660519743631,0,0,55.95,4,0,0,0,0,0,30.78
1660521115402,0,0,55.95,4,0,0,0,0,0,30.73
1660524409493,0,0,55.95,4,0,0,0,0,0,30.3
1660524422441,0,0,55.95,4,0,0,0,0,0,30.27
1660527703543,0,0,55.95,4,0,0,0,0,0,30.24
1660530997601,0,0,55.95,4,0,0,0,0,0,30.51
1660534291707,0,0,55.95,4,0,0,0,0,0,30.63
1660536751633,0,0,55.95,4,0,0,0,0,0,30.78
1660537585652,0,0,55.95,4,0,0,0,0,0,30.81
1660540879689,0,0,55.95,4,0,0,0,0,0,30.92
1660544173685,0,0,55.95,4,0,0,0,0,0,31.02
1660547467825,0,0,55.95,4,0,0,0,0,0,31.09
1660554056003,0,0,55.95,4,0,0,0,0,0,31.07
1660557350124,0,0,55.95,4,0,0,0,0,0,30.88
1660560644062,0,0,55.95,4,0,0,0,0,0,30.6
1660563938025,0,0,55.95,4,0,0,0,0,0,30.45
1660565004370,0,0,55.95,4,0,0,0,0,0,30.27
1660567231944,0,0,55.95,4,0,0,0,0,0,30.1
1660570525839,0,0,55.95,4,0,0,0,0,0,30.23
1660573819755,0,0,55.95,4,0,0,0,0,0,30.3
1660580407614,0,0,55.95,4,0,0,0,0,0,30.26
1660583701538,0,0,55.95,4,0,0,0,0,0,30.34
1660586995500,0,0,55.95,4,0,0,0,0,0,30.39
1660593583488,0,0,55.95,4,0,0,0,0,0,30.43
1660596877490,0,0,55.95,4,0,0,0,0,0,30.41
1660600171620,0,0,55.95,4,0,0,0,0,0,30.41
1660603465616,0,0,55.95,4,0,0,0,0,0,30.46
1660606759639,0,0,55.95,4,0,0,0,0,0,30.49
1660610053729,0,0,55.95,4,0,0,0,0,0,30.31
1660613347612,0,0,55.95,4,0,0,0,0,0,29.92
1660616641573,0,0,55.95,4,0,0,0,0,0,30.08
1660619935520,0,0,55.95,4,0,0,0,0,0,30.2
1660626523572,0,0,55.95,4,0,0,0,0,0,30.16
1660629817447,0,0,55.95,4,0,0,0,0,0,30
1660633111374,0,0,55.95,4,0,0,0,0,0,30.08
1660636405347,0,0,55.95,4,0,0,0,0,0,30.13
1660639699304,0,0,55.95,4,0,0,0,0,0,29.85
1660640359653,0,0,55.95,4,0,0,0,0,0,29.76
1660642993173,0,0,55.95,4,0,0,0,0,0,29.68
1660646286950,0,0,55.95,4,0,0,0,0,0,29.84
1660281670567,0,0,54.95,4,0,0,0,0,0,29.84
1660283942213,0,0,53.48,4,0,0,0,0,0,29.84
1660287236284,0,0,60.08,4,0,0,0,0,0,29.84
1660293824593,0,0,59.42,4,0,0,0,0,0,29.84
1660297118723,0,0,61.72,4,0,0,0,0,0,29.84
1660303707034,0,0,64.08,4,0,0,0,0,0,29.84
1660307001261,0,0,63.28,4,0,0,0,0,0,29.84
1660313589522,0,0,65.93,4,0,0,0,0,0,29.84
1660315994741,0,0,67.06,4,0,0,0,0,0,29.84
1660320177806,0,0,65.14,4,0,0,0,0,0,29.84
1660323471788,0,0,66.75,4,0,0,0,0,0,29.84
1660330060163,0,0,68.17,4,0,0,0,0,0,29.84
1660333354378,0,0,68.67,4,0,0,0,0,0,29.84
1660339942656,0,0,69.66,4,0,0,0,0,0,29.84
1660343236841,0,0,69.87,4,0,0,0,0,0,29.84
1660350101424,0,0,61,4,0,0,0,0,0,29.84
1660351549925,0,0,54.91,4,0,0,0,0,0,29.84
1660353856373,0,0,60.92,4,0,0,0,0,0,29.84
1660363234009,0,0,60.73,4,0,0,0,0,0,29.84
1660388783533,0,0,48.59,4,0,0,0,0,0,29.84
1660392296831,0,0,54.65,4,0,0,0,0,0,29.84
1660408480952,0,0,60.68,4,0,0,0,0,0,29.84
1660476438237,0,0,60.62,4,0,0,0,0,0,29.84
1660485222985,0,0,54.48,4,0,0,0,0,0,29.84
1660523180407,0,0,60.43,4,0,0,0,0,0,29.84
1660524168029,0,0,54.18,4,0,0,0,0,0,29.84
1660528835752,0,0,60.2,4,0,0,0,0,0,29.84
1660533918515,0,0,66.22,4,0,0,0,0,0,29.84
1660550761886,0,0,64.22,4,0,0,0,0,0,29.84
1660556987889,0,0,60.12,4,0,0,0,0,0,29.84
1660577113712,0,0,59.26,4,0,0,0,0,0,29.84
1660610505573,0,0,60.08,4,0,0,0,0,0,29.84
1660611954007,0,0,54.03,4,0,0,0,0,0,29.84
1660649580823,0,0,57.25,4,0,0,0,0,0,29.84
1660368157704,0,1,57.25,4,0,0,0,0,0,29.84
1660368325799,0,0,57.25,4,0,0,0,0,0,29.84
1660376812905,0,1,57.25,4,0,0,0,0,0,29.84
1660376824439,0,0,57.25,4,0,0,0,0,0,29.84
1660376838799,0,1,57.25,4,0,0,0,0,0,29.84
1660377691377,0,0,57.25,4,0,0,0,0,0,29.84
1660378260381,0,1,57.25,4,0,0,0,0,0,29.84
1660381194906,0,0,57.25,4,0,0,0,0,0,29.84
1660381579078,0,1,57.25,4,0,0,0,0,0,29.84
1660381679104,0,0,57.25,4,0,0,0,0,0,29.84
1660381797382,0,1,57.25,4,0,0,0,0,0,29.84
1660382123133,0,0,57.25,4,0,0,0,0,0,29.84
1660382446872,0,1,57.25,4,0,0,0,0,0,29.84
1660382486224,0,0,57.25,4,0,0,0,0,0,29.84
1660382893687,0,1,57.25,4,0,0,0,0,0,29.84
1660382933516,0,0,57.25,4,0,0,0,0,0,29.84
1660383256168,0,1,57.25,4,0,0,0,0,0,29.84
1660383269646,0,0,57.25,4,0,0,0,0,0,29.84
1660383409444,0,1,57.25,4,0,0,0,0,0,29.84
1660383420987,0,0,57.25,4,0,0,0,0,0,29.84
1660385448334,0,1,57.25,4,0,0,0,0,0,29.84
1660385475333,0,0,57.25,4,0,0,0,0,0,29.84
1660424988724,0,1,57.25,4,0,0,0,0,0,29.84
1660425001583,0,0,57.25,4,0,0,0,0,0,29.84
1660425011782,0,1,57.25,4,0,0,0,0,0,29.84
1660433751158,0,0,57.25,4,0,0,0,0,0,29.84
1660433758549,0,1,57.25,4,0,0,0,0,0,29.84
1660433795099,0,0,57.25,4,0,0,0,0,0,29.84
1660433821810,0,1,57.25,4,0,0,0,0,0,29.84
1660433860546,0,0,57.25,4,0,0,0,0,0,29.84
1660434198407,0,1,57.25,4,0,0,0,0,0,29.84
1660434213005,0,0,57.25,4,0,0,0,0,0,29.84
1660434432373,0,1,57.25,4,0,0,0,0,0,29.84
1660434721368,0,0,57.25,4,0,0,0,0,0,29.84
1660434736137,0,1,57.25,4,0,0,0,0,0,29.84
1660434753113,0,0,57.25,4,0,0,0,0,0,29.84
1660437026599,0,1,57.25,4,0,0,0,0,0,29.84
1660437048341,0,0,57.25,4,0,0,0,0,0,29.84
1660437057907,0,1,57.25,4,0,0,0,0,0,29.84
1660438760875,0,0,57.25,4,0,0,0,0,0,29.84
1660438775202,0,1,57.25,4,0,0,0,0,0,29.84
1660438831527,0,0,57.25,4,0,0,0,0,0,29.84
1660439736477,0,1,57.25,4,0,0,0,0,0,29.84
1660439744525,0,0,57.25,4,0,0,0,0,0,29.84
1660440280287,0,1,57.25,4,0,0,0,0,0,29.84
1660440307482,0,0,57.25,4,0,0,0,0,0,29.84
1660440319444,0,1,57.25,4,0,0,0,0,0,29.84
1660442360096,0,0,57.25,4,0,0,0,0,0,29.84
1660443013900,0,1,57.25,4,0,0,0,0,0,29.84
1660443041973,0,0,57.25,4,0,0,0,0,0,29.84
1660444558768,0,1,57.25,4,0,0,0,0,0,29.84
1660444583589,0,0,57.25,4,0,0,0,0,0,29.84
1660448028811,0,1,57.25,4,0,0,0,0,0,29.84
1660448084926,0,0,57.25,4,0,0,0,0,0,29.84
1660491492810,0,1,57.25,4,0,0,0,0,0,29.84
1660491500679,0,0,57.25,4,0,0,0,0,0,29.84
1660517707253,0,1,57.25,4,0,0,0,0,0,29.84
1660517727509,0,0,57.25,4,0,0,0,0,0,29.84
1660517856192,0,1,57.25,4,0,0,0,0,0,29.84
1660517868373,0,0,57.25,4,0,0,0,0,0,29.84
1660519389118,0,1,57.25,4,0,0,0,0,0,29.84
1660519406952,0,0,57.25,4,0,0,0,0,0,29.84
1660519514591,0,1,57.25,4,0,0,0,0,0,29.84
1660519547006,0,0,57.25,4,0,0,0,0,0,29.84
1660519563706,0,1,57.25,4,0,0,0,0,0,29.84
1660519598101,0,0,57.25,4,0,0,0,0,0,29.84
1660519855936,0,1,57.25,4,0,0,0,0,0,29.84
1660519880765,0,0,57.25,4,0,0,0,0,0,29.84
1660519888126,0,1,57.25,4,0,0,0,0,0,29.84
1660519930986,0,0,57.25,4,0,0,0,0,0,29.84
1660520797437,0,1,57.25,4,0,0,0,0,0,29.84
1660520993352,0,0,57.25,4,0,0,0,0,0,29.84
1660521133586,0,1,57.25,4,0,0,0,0,0,29.84
1660521148382,0,0,57.25,4,0,0,0,0,0,29.84
1660521183390,0,1,57.25,4,0,0,0,0,0,29.84
1660521496093,0,0,57.25,4,0,0,0,0,0,29.84
1660521917456,0,1,57.25,4,0,0,0,0,0,29.84
1660521970313,0,0,57.25,4,0,0,0,0,0,29.84
1660523012876,0,1,57.25,4,0,0,0,0,0,29.84
1660523022047,0,0,57.25,4,0,0,0,0,0,29.84
1660523729992,0,1,57.25,4,0,0,0,0,0,29.84
1660523760024,0,0,57.25,4,0,0,0,0,0,29.84
1660525386847,0,1,57.25,4,0,0,0,0,0,29.84
1660525402524,0,0,57.25,4,0,0,0,0,0,29.84
1660525751488,0,1,57.25,4,0,0,0,0,0,29.84
1660526876733,0,0,57.25,4,0,0,0,0,0,29.84
1660527193945,0,1,57.25,4,0,0,0,0,0,29.84
1660528331785,0,0,57.25,4,0,0,0,0,0,29.84
1660528413332,0,1,57.25,4,0,0,0,0,0,29.84
1660528999309,0,0,57.25,4,0,0,0,0,0,29.84
1660529106941,0,1,57.25,4,0,0,0,0,0,29.84
1660529186983,0,0,57.25,4,0,0,0,0,0,29.84
1660622207479,0,1,57.25,4,0,0,0,0,0,29.84
1660622221646,0,0,57.25,4,0,0,0,0,0,29.84
1660628345901,0,1,57.25,4,0,0,0,0,0,29.84
1660628353729,0,0,57.25,4,0,0,0,0,0,29.84
1660633373208,0,1,57.25,4,0,0,0,0,0,29.84
1660633411270,0,0,57.25,4,0,0,0,0,0,29.84
1660636492761,0,1,57.25,4,0,0,0,0,0,29.84
1660636514719,0,0,57.25,4,0,0,0,0,0,29.84
1660137928014,0,0,57.25,4,0,0,0,0,0,29.84
1660205843666,0,0,57.25,4,0,0,0,0,0,29.84
1660266596917,0,0,57.25,4,0,0,0,0,0,29.84
1660101889498,0,0,57.25,4,0,1,0,0,0,29.84
1660101890017,0,0,57.25,4,0,0,0,0,0,29.84
1660102036867,0,0,57.25,4,0,1,0,0,0,29.84
1660102039077,0,0,57.25,4,0,0,0,0,0,29.84
1660125086784,0,0,57.25,4,0,1,0,0,0,29.84
1660125087792,0,0,57.25,4,0,0,0,0,0,29.84
1660127581426,0,0,57.25,4,0,1,0,0,0,29.84
1660128273537,0,0,57.25,4,0,0,0,0,0,29.84
1660164223670,0,0,57.25,4,0,1,0,0,0,29.84
1660171327658,0,0,57.25,4,0,0,0,0,0,29.84
1660175169420,0,0,57.25,4,0,1,0,0,0,29.84
1660176389388,0,0,57.25,4,0,0,0,0,0,29.84
1660200578994,0,0,57.25,4,0,1,0,0,0,29.84
1660200580500,0,0,57.25,4,0,0,0,0,0,29.84
1660209747101,0,0,57.25,4,0,1,0,0,0,29.84
1660209894595,0,0,57.25,4,0,0,0,0,0,29.84
1660209895266,0,0,57.25,4,0,1,0,0,0,29.84
1660221092599,0,0,57.25,4,0,0,0,0,0,29.84
1660222861209,0,0,57.25,4,0,1,0,0,0,29.84
1660235878442,0,0,57.25,4,0,0,0,0,0,29.84
1660250799237,0,0,57.25,4,0,1,0,0,0,29.84
1660256693614,0,0,57.25,4,0,0,0,0,0,29.84
1660261019599,0,0,57.25,4,0,1,0,0,0,29.84
1660265861814,0,0,57.25,4,0,0,0,0,0,29.84
1660282621817,0,0,57.25,4,0,1,0,0,0,29.84
1660289513303,0,0,57.25,4,0,0,0,0,0,29.84
1660304193518,0,0,57.25,4,0,1,0,0,0,29.84
1660306609435,0,0,57.25,4,0,0,0,0,0,29.84
1660337083935,0,0,57.25,4,0,1,0,0,0,29.84
1660345811362,0,0,57.25,4,0,0,0,0,0,29.84
1660346606582,0,0,57.25,4,0,1,0,0,0,29.84
1660353838117,0,0,57.25,4,0,0,0,0,0,29.84
1660383953293,0,0,57.25,4,0,1,0,0,0,29.84
1660383954304,0,0,57.25,4,0,0,0,0,0,29.84
1660384104928,0,0,57.25,4,0,1,0,0,0,29.84
1660388800730,0,0,57.25,4,0,0,0,0,0,29.84
1660391032825,0,0,57.25,4,0,1,0,0,0,29.84
1660395270550,0,0,57.25,4,0,0,0,0,0,29.84
1660442648584,0,0,57.25,4,0,1,0,0,0,29.84
1660472330337,0,0,57.25,4,0,0,0,0,0,29.84
1660473236179,0,0,57.25,4,0,1,0,0,0,29.84
1660473237323,0,0,57.25,4,0,0,0,0,0,29.84
1660473239067,0,0,57.25,4,0,1,0,0,0,29.84
1660473932222,0,0,57.25,4,0,0,0,0,0,29.84
1660514514916,0,0,57.25,4,0,1,0,0,0,29.84
1660514515917,0,0,57.25,4,0,0,0,0,0,29.84
1660514516415,0,0,57.25,4,0,1,0,0,0,29.84
1660514993436,0,0,57.25,4,0,0,0,0,0,29.84
1660521007524,0,0,57.25,4,0,1,0,0,0,29.84
1660521168156,0,0,57.25,4,0,0,0,0,0,29.84
1660365662620,0,0,57.25,4,1,0,0,0,0,29.84
1660365725848,0,0,57.25,4,0,0,0,0,0,29.84
1660372780180,0,0,57.25,4,1,0,0,0,0,29.84
1660372937371,0,0,57.25,4,0,0,0,0,0,29.84
1660373876809,0,0,57.25,4,1,0,0,0,0,29.84
1660378168096,0,0,57.25,4,0,0,0,0,0,29.84
1660381671146,0,0,57.25,4,1,0,0,0,0,29.84
1660381723817,0,0,57.25,4,0,0,0,0,0,29.84
1660381841822,0,0,57.25,4,1,0,0,0,0,29.84
1660381842864,0,0,57.25,4,0,0,0,0,0,29.84
1660384006783,0,0,57.25,4,0,0,0,0,0,29.84
1660384105452,0,0,57.25,4,1,0,0,0,0,29.84
1660384106949,0,0,57.25,4,0,0,0,0,0,29.84
1660384108104,0,0,57.25,4,1,0,0,0,0,29.84
1660384153161,0,0,57.25,4,0,0,0,0,0,29.84
1660388801224,0,0,57.25,4,1,0,0,0,0,29.84
1660388919613,0,0,57.25,4,0,0,0,0,0,29.84
1660390923565,0,0,57.25,4,1,0,0,0,0,29.84
1660391033327,0,0,57.25,4,0,0,0,0,0,29.84
1660394940021,0,0,57.25,4,1,0,0,0,0,29.84
1660395271705,0,0,57.25,4,0,0,0,0,0,29.84
1660395467999,0,0,57.25,4,1,0,0,0,0,29.84
1660395635851,0,0,57.25,4,0,0,0,0,0,29.84
1660419937957,0,0,57.25,4,1,0,0,0,0,29.84
1660420014907,0,0,57.25,4,0,0,0,0,0,29.84
1660429561142,0,0,57.25,4,1,0,0,0,0,29.84
1660429697961,0,0,57.25,4,0,0,0,0,0,29.84
1660433049063,0,0,57.25,4,1,0,0,0,0,29.84
1660433505163,0,0,57.25,4,0,0,0,0,0,29.84
1660436205890,0,0,57.25,4,1,0,0,0,0,29.84
1660436289434,0,0,57.25,4,0,0,0,0,0,29.84
1660437998714,0,0,57.25,4,1,0,0,0,0,29.84
1660438206784,0,0,57.25,4,0,0,0,0,0,29.84
1660442603627,0,0,57.25,4,1,0,0,0,0,29.84
1660442887417,0,0,57.25,4,0,0,0,0,0,29.84
1660444295980,0,0,57.25,4,1,0,0,0,0,29.84
1660446241143,0,0,57.25,4,0,0,0,0,0,29.84
1660446324895,0,0,57.25,4,1,0,0,0,0,29.84
1660446510675,0,0,57.25,4,0,0,0,0,0,29.84
1660472329600,0,0,57.25,4,1,0,0,0,0,29.84
1660472963228,0,0,57.25,4,0,0,0,0,0,29.84
1660473190801,0,0,57.25,4,1,0,0,0,0,29.84
1660473931697,0,0,57.25,4,0,0,0,0,0,29.84
1660479739913,0,0,57.25,4,1,0,0,0,0,29.84
1660480040585,0,0,57.25,4,0,0,0,0,0,29.84
1660481691752,0,0,57.25,4,1,0,0,0,0,29.84
1660481713450,0,0,57.25,4,0,0,0,0,0,29.84
1660491417117,0,0,57.25,4,1,0,0,0,0,29.84
1660491482963,0,0,57.25,4,0,0,0,0,0,29.84
1660512042489,0,0,57.25,4,1,0,0,0,0,29.84
1660512147369,0,0,57.25,4,0,0,0,0,0,29.84
1660513483067,0,0,57.25,4,1,0,0,0,0,29.84
1660513955138,0,0,57.25,4,0,0,0,0,0,29.84
1660514513648,0,0,57.25,4,1,0,0,0,0,29.84
1660514992911,0,0,57.25,4,0,0,0,0,0,29.84
1660514994736,0,0,57.25,4,0,0,0,0,0,29.84
1660515160890,0,0,57.25,4,1,0,0,0,0,29.84
1660515480868,0,0,57.25,4,0,0,0,0,0,29.84
1660518162912,0,0,57.25,4,1,0,0,0,0,29.84
1660518230779,0,0,57.25,4,0,0,0,0,0,29.84
1660518749493,0,0,57.25,4,1,0,0,0,0,29.84
1660518840493,0,0,57.25,4,0,0,0,0,0,29.84
1660519532555,0,0,57.25,4,1,0,0,0,0,29.84
1660519584285,0,0,57.25,4,0,0,0,0,0,29.84
1660520978168,0,0,57.25,4,1,0,0,0,0,29.84
1660521167193,0,0,57.25,4,0,0,0,0,0,29.84
1660525338873,0,0,57.25,4,1,0,0,0,0,29.84
1660525372173,0,0,57.25,4,0,0,0,0,0,29.84
1660526851956,0,0,57.25,4,1,0,0,0,0,29.84
1660527184524,0,0,57.25,4,0,0,0,0,0,29.84
1660528997255,0,0,57.25,4,1,0,0,0,0,29.84
1660529093290,0,0,57.25,4,0,0,0,0,0,29.84
1660554057421,0,0,57.25,4,1,0,0,0,0,29.84
1660554930141,0,0,57.25,4,0,0,0,0,0,29.84
1660604560806,0,0,57.25,4,1,0,0,0,0,29.84
1660604561631,0,0,57.25,4,0,0,0,0,0,29.84
1660604564717,0,0,57.25,4,1,0,0,0,0,29.84
1660605574162,0,0,57.25,4,0,0,0,0,0,29.84
1660609185177,0,0,57.25,4,1,0,0,0,0,29.84
1660609204318,0,0,57.25,4,0,0,0,0,0,29.84
1660609690066,0,0,57.25,4,1,0,0,0,0,29.84
1660609752283,0,0,57.25,4,0,0,0,0,0,29.84
1660616411716,0,0,57.25,4,1,0,0,0,0,29.84
1660616464239,0,0,57.25,4,0,0,0,0,0,29.84
1660621284244,0,0,57.25,4,1,0,0,0,0,29.84
1660621491360,0,0,57.25,4,0,0,0,0,0,29.84
1660626061708,0,0,57.25,4,1,0,0,0,0,29.84
1660626143442,0,0,57.25,4,0,0,0,0,0,29.84
1660630819987,0,0,57.25,4,1,0,0,0,0,29.84
1660630877501,0,0,57.25,4,0,0,0,0,0,29.84
1660652658747,0,0,57.25,4,1,0,0,0,0,29.84
1660652758416,0,0,57.25,4,0,0,0,0,0,29.84
1660652913673,0,0,57.25,4,1,0,0,0,0,29.84
1660652969845,0,0,57.25,4,0,0,0,0,0,29.84
1660653168726,0,0,57.25,4,1,0,0,0,0,29.84
1660653169247,0,0,57.25,4,0,0,0,0,0,29.84
1660127658460,1,0,57.25,4,0,0,0,0,0,29.84
1660127732429,1,0,57.25,4,0,0,0,0,0,29.84
1660209299906,0,0,57.25,4,0,0,0,0,0,29.84
1660209528026,1,0,57.25,4,0,0,0,0,0,29.84
1660209579087,0,0,57.25,4,0,0,0,0,0,29.84
1660209809182,1,0,57.25,4,0,0,0,0,0,29.84
1660209839118,0,0,57.25,4,0,0,0,0,0,29.84
1660209949334,1,0,57.25,4,0,0,0,0,0,29.84
1660262250205,0,0,57.25,4,0,0,0,0,0,29.84
1660262646235,1,0,57.25,4,0,0,0,0,0,29.84
1660263378677,0,0,57.25,4,0,0,0,0,0,29.84
1660263494286,1,0,57.25,4,0,0,0,0,0,29.84
1660267546095,0,0,57.25,4,0,0,0,0,0,29.84
1660267609736,1,0,57.25,4,0,0,0,0,0,29.84
1660352849762,0,0,57.25,4,0,0,0,0,0,29.84
1660353485988,1,0,57.25,4,0,0,0,0,0,29.84
1660386495468,0,0,57.25,4,0,0,0,0,0,29.84
1660386593275,1,0,57.25,4,0,0,0,0,0,29.84
1660438357807,0,0,57.25,4,0,0,0,0,0,29.84
1660438711297,1,0,57.25,4,0,0,0,0,0,29.84
1660472986967,0,0,57.25,4,0,0,0,0,0,29.84
1660473065899,1,0,57.25,4,0,0,0,0,0,29.84
